Timestamp	Side	Symbol	Price	Qty	PnL
PAPER-1772206499,SENSEX 05MAR 82000 PE,"BB6, CBB0, CBB8, Green",461.75,446.55,900,10,2026-02-27 21:04:59.015202,2026-02-27 21:04:59.184968,-136799.99999999988
PAPER-1772206499,SENSEX 05MAR 82000 PE,"BB6, CBB0, CBB8, Green",461.75,449.9,900,10,2026-02-27 21:04:59.186426,2026-02-27 21:04:59.356651,-106650.0000000002
PAPER-1772206499,SENSEX 05MAR 82000 PE,"BB6, CBB0, CBB8, Green",461.75,449.85,900,10,2026-02-27 21:04:59.358040,2026-02-27 21:04:59.528757,-107099.9999999998
PAPER-1772206499,SENSEX 05MAR 82000 PE,"BB6, CBB0, CBB8, Green",461.75,444.4,900,10,2026-02-27 21:04:59.530120,2026-02-27 21:04:59.700519,-156150.0000000002
PAPER-1772206500,SENSEX 05MAR 82000 PE,CBBR2,439.0,425.85,900,10,2026-02-27 21:05:00.549188,2026-02-27 21:05:01.062321,-118349.9999999998
PAPER-1772206501,SENSEX 05MAR 82000 PE,CBBR2,439.0,429.2,900,10,2026-02-27 21:05:01.063841,2026-02-27 21:05:01.234638,-88200.0000000001
PAPER-1772206501,SENSEX 05MAR 82000 PE,CBBR2,439.0,429.9,900,10,2026-02-27 21:05:01.236056,2026-02-27 21:05:01.747276,-81900.0000000002
PAPER-1772206512,SENSEX 05MAR 82000 PE,"BB1, BB2, BB5, BB12, CBB0, CBB4",425.0,457.9,900,10,2026-02-27 21:05:12.454815,2026-02-27 21:05:15.463856,296099.99999999977
PAPER-1772206517,SENSEX 05MAR 82000 PE,"BB8, BB12, BB13, CBBR3, CBBR5, Green",479.0,466.4,900,10,2026-02-27 21:05:17.056171,2026-02-27 21:05:17.234655,-113400.0000000002
PAPER-1772206517,SENSEX 05MAR 82000 PE,"BB8, BB12, BB13, CBBR3, CBBR5, Green",483.4,454.15,900,10,2026-02-27 21:05:17.236123,2026-02-27 21:05:17.414987,-263250.0
PAPER-1772206517,SENSEX 05MAR 82000 PE,"BB8, BB12, BB13, CBBR3, CBBR5, Green",483.4,454.15,900,10,2026-02-27 21:05:17.416365,2026-02-27 21:05:17.595330,-263250.0
PAPER-1772206517,SENSEX 05MAR 82000 PE,"BB8, BB12, BB13, CBBR3, CBBR5, Green",483.4,465.5,900,10,2026-02-27 21:05:17.596735,2026-02-27 21:05:17.776406,-161099.9999999998
PAPER-1772206518,SENSEX 05MAR 82000 PE,"BB12, CBB0, CBB3",497.9,485.6,900,10,2026-02-27 21:05:18.665745,2026-02-27 21:05:18.846202,-110699.99999999959
PAPER-1772206518,SENSEX 05MAR 82000 PE,"CBB0, CBB3",498.3,497.8,900,10,2026-02-27 21:05:18.847656,2026-02-27 21:05:19.566109,-4500.0
PAPER-1772206520,SENSEX 05MAR 82000 PE,"BB8, CBBR2, CBBR7",501.0,559.75,900,10,2026-02-27 21:05:20.460348,2026-02-27 21:05:23.704299,528750.0
PAPER-1772206526,SENSEX 05MAR 82000 PE,"BB8, CBBR2, CBBR7",528.25,510.0,900,10,2026-02-27 21:05:26.775916,2026-02-27 21:05:28.056750,-164250.0
PAPER-1772206534,SENSEX 05MAR 82000 PE,"BB1, BB9, BB15, BB17, CBB0, CBB7, Green",627.35,609.0,900,10,2026-02-27 21:05:34.714386,2026-02-27 21:05:35.641733,-165150.0000000002
PAPER-1772206542,SENSEX 05MAR 82000 PE,"BB12, BB13, CBB0, CBB4, Green",577.65,560.4,900,10,2026-02-27 21:05:42.560881,2026-02-27 21:05:42.751116,-155250.0
PAPER-1772206542,SENSEX 05MAR 82000 PE,"BB12, BB13, CBB0, CBB4, Green",577.65,567.5,900,10,2026-02-27 21:05:42.752608,2026-02-27 21:05:43.516180,-91349.9999999998
PAPER-1772206545,SENSEX 05MAR 82000 PE,"BB8, CBBR2, CBBR7",583.05,579.4,900,10,2026-02-27 21:05:45.221553,2026-02-27 21:05:45.602183,-32849.999999999796
PAPER-1772206549,SENSEX 05MAR 82000 PE,"BB5, CBB0, CBB4",558.35,536.9,900,10,2026-02-27 21:05:49.220196,2026-02-27 21:05:49.412991,-193050.0000000004
PAPER-1772206549,SENSEX 05MAR 82000 PE,"BB5, CBB0, CBB4",558.35,539.65,900,10,2026-02-27 21:05:49.607930,2026-02-27 21:05:50.191331,-168300.0000000004
PAPER-1772206566,SENSEX 05MAR 82000 PE,"BB13, Green",242.45,236.0,900,10,2026-02-27 21:06:06.803553,2026-02-27 21:06:10.006376,-58049.9999999999
PAPER-1772206577,SENSEX 05MAR 82000 PE,"BB12, CBB0, CBB6",256.0,253.4,900,10,2026-02-27 21:06:17.498337,2026-02-27 21:06:19.954789,-23399.99999999995
PAPER-1772206583,SENSEX 05MAR 82000 PE,"BB12, CBBR2, CBBR3",267.15,259.25,900,10,2026-02-27 21:06:23.231393,2026-02-27 21:06:23.847944,-71099.9999999998
PAPER-1772206585,SENSEX 05MAR 82000 PE,CBBR2,261.25,256.45,900,10,2026-02-27 21:06:25.914585,2026-02-27 21:06:27.778137,-43200.0000000001
PAPER-1772206590,SENSEX 05MAR 82000 PE,"CBB0, CBB4",269.75,260.4,900,10,2026-02-27 21:06:30.069614,2026-02-27 21:06:30.487781,-84150.0000000002
PAPER-1772206591,SENSEX 05MAR 82000 PE,"CBBR2, CBBR7",262.8,267.75,900,10,2026-02-27 21:06:31.339120,2026-02-27 21:06:32.186477,44549.9999999999
PAPER-1772206592,SENSEX 05MAR 82000 PE,"BB12, CBBR2, CBBR3, CBBR7",276.3,268.0,900,10,2026-02-27 21:06:32.188946,2026-02-27 21:06:32.399350,-74700.0000000001
PAPER-1772206593,SENSEX 05MAR 82000 PE,"BB12, CBB0, CBB2, CBB6",278.3,380.65,900,10,2026-02-27 21:06:33.671616,2026-02-27 21:06:34.944870,921149.9999999997
PAPER-1772206599,SENSEX 05MAR 82000 PE,"BB6, CBB0, CBB4",468.9,444.1,900,10,2026-02-27 21:06:39.833266,2026-02-27 21:06:40.692798,-223199.9999999996
PAPER-1772206600,SENSEX 05MAR 82000 PE,"BB6, CBB0, CBB4",476.0,443.35,900,10,2026-02-27 21:06:40.694272,2026-02-27 21:06:41.121625,-293849.99999999977
PAPER-1772206605,SENSEX 05MAR 82000 PE,"BB5, BB6, CBB0, CBB5, CBB7",461.3,458.8,900,10,2026-02-27 21:06:45.215740,2026-02-27 21:06:46.082300,-22500.0
PAPER-1772206606,SENSEX 05MAR 82000 PE,"BB5, BB6, CBB0, CBB5, CBB7",502.9,444.0,900,10,2026-02-27 21:06:46.083738,2026-02-27 21:06:46.300303,-530099.9999999998
PAPER-1772206608,SENSEX 05MAR 82000 PE,"CBBR2, CBBR7",464.8,454.05,900,10,2026-02-27 21:06:48.457913,2026-02-27 21:06:48.674354,-96750.0
PAPER-1772206608,SENSEX 05MAR 82000 PE,"CBBR2, CBBR7",464.8,452.5,900,10,2026-02-27 21:06:48.675823,2026-02-27 21:06:49.118187,-110700.0000000001
PAPER-1772206609,SENSEX 05MAR 82000 PE,"CBBR2, CBBR7",464.8,455.1,900,10,2026-02-27 21:06:49.119531,2026-02-27 21:06:49.991024,-87299.9999999999
PAPER-1772206612,SENSEX 05MAR 82000 PE,"CBBR1, CBBR6",452.15,491.5,900,10,2026-02-27 21:06:52.851786,2026-02-27 21:06:54.386826,354150.00000000023
PAPER-1772206618,SENSEX 05MAR 82000 PE,"NRCB, BB8",446.0,429.25,900,10,2026-02-27 21:06:58.545640,2026-02-27 21:06:59.907317,-150750.0
PAPER-1772206624,SENSEX 05MAR 82000 PE,"BB9, BB12, BB17, CBB0, CBB1, CBB2, CBB6, CBB7, Green",465.0,468.0,900,10,2026-02-27 21:07:04.586442,2026-02-27 21:07:06.653904,27000.0
PAPER-1772206630,SENSEX 05MAR 82000 PE,"NRCB, BB1, BB2, BB3, BB4, BB5, BB6, BB7, BB9, BB10",448.15,434.1,900,10,2026-02-27 21:07:10.526336,2026-02-27 21:07:10.789822,-126449.99999999959
PAPER-1772206630,SENSEX 05MAR 82000 PE,"NRCB, BB1, BB2, BB3, BB4, BB5, BB6, BB7, BB9, BB10",448.15,431.55,900,10,2026-02-27 21:07:10.791687,2026-02-27 21:07:11.026861,-149399.99999999968
PAPER-1772206631,SENSEX 05MAR 82000 PE,"NRCB, BB1, BB2, BB3, BB4, BB5, BB6, BB7, BB9, BB10",448.15,433.85,900,10,2026-02-27 21:07:11.028290,2026-02-27 21:07:11.266083,-128699.99999999959
PAPER-1772206631,SENSEX 05MAR 82000 PE,"NRCB, BB1, BB2, BB3, BB4, BB5, BB6, BB7, BB9, BB10",448.15,429.9,900,10,2026-02-27 21:07:11.267401,2026-02-27 21:07:11.499752,-164250.0
PAPER-1772206636,SENSEX 05MAR 82000 PE,"BB16, Green",407.25,380.2,900,10,2026-02-27 21:07:16.552265,2026-02-27 21:07:16.786939,-243450.00000000012
PAPER-1772206636,SENSEX 05MAR 82000 PE,"BB16, Green",407.25,385.05,900,10,2026-02-27 21:07:16.788328,2026-02-27 21:07:17.723669,-199799.99999999988
PAPER-1772206643,SENSEX 05MAR 82000 PE,"NRCB, BB13, Green",336.1,372.3,900,10,2026-02-27 21:07:23.212907,2026-02-27 21:07:24.372369,325799.9999999999
PAPER-1772206651,SENSEX 05MAR 82000 PE,"BB12, CBB0, CBB1, CBB2, CBB5, CBB7",346.0,346.35,900,10,2026-02-27 21:07:31.807899,2026-02-27 21:07:32.044273,3150.0000000002046
PAPER-1772206652,SENSEX 05MAR 82000 PE,"BB12, CBB0, CBB1, CBB2, CBB5, CBB7",363.5,350.0,900,10,2026-02-27 21:07:32.045647,2026-02-27 21:07:32.278874,-121500.0
PAPER-1772206658,SENSEX 05MAR 82000 PE,"BB1, CBB0, CBB3, CBB4",351.0,378.2,900,10,2026-02-27 21:07:38.160205,2026-02-27 21:07:39.578750,244799.99999999988
PAPER-1772206666,SENSEX 05MAR 82000 PE,"NRCB, BB13, Green",324.8,412.55,900,10,2026-02-27 21:07:46.462398,2026-02-27 21:07:49.574975,789750.0
PAPER-1772206672,SENSEX 05MAR 82000 PE,"BB10, Green",426.8,429.45,900,10,2026-02-27 21:07:52.491132,2026-02-27 21:07:53.219029,23849.999999999796
PAPER-1772206673,SENSEX 05MAR 82000 PE,"BB10, CBB0, CBB2, CBB6, Green",449.45,437.1,900,10,2026-02-27 21:07:53.220444,2026-02-27 21:07:53.462615,-111149.9999999997
PAPER-1772206673,SENSEX 05MAR 82000 PE,"BB10, CBB0, CBB2, CBB6, Green",449.45,426.3,900,10,2026-02-27 21:07:53.464047,2026-02-27 21:07:53.704496,-208349.9999999998
PAPER-1772206678,SENSEX 05MAR 82000 PE,"CBB0, CBB1, CBB2, CBB7",444.05,489.2,900,10,2026-02-27 21:07:58.282012,2026-02-27 21:07:59.497684,406349.99999999977
PAPER-1772206684,SENSEX 05MAR 82000 PE,"BB8, CBBR2, CBBR7",463.25,460.0,900,10,2026-02-27 21:08:04.624499,2026-02-27 21:08:04.869263,-29250.0
PAPER-1772206684,SENSEX 05MAR 82000 PE,"BB8, CBBR2, CBBR7",472.75,456.5,900,10,2026-02-27 21:08:04.871133,2026-02-27 21:08:05.115207,-146250.0
PAPER-1772206685,SENSEX 05MAR 82000 PE,"BB8, CBBR2, CBBR7",472.75,462.05,900,10,2026-02-27 21:08:05.116857,2026-02-27 21:08:05.361353,-96299.9999999999
PAPER-1772206685,SENSEX 05MAR 82000 PE,"BB8, CBBR2, CBBR7",472.75,461.2,900,10,2026-02-27 21:08:05.362701,2026-02-27 21:08:05.607022,-103950.0000000001
PAPER-1772206685,SENSEX 05MAR 82000 PE,"BB8, CBBR2, CBBR7",472.75,462.0,900,10,2026-02-27 21:08:05.608352,2026-02-27 21:08:05.852328,-96750.0
PAPER-1772206687,SENSEX 05MAR 82000 PE,"BB1, BB9, BB17, CBB0, CBB1, CBB2, CBB6, CBB7, Green",488.65,488.3,900,10,2026-02-27 21:08:07.081125,2026-02-27 21:08:07.572178,-3149.999999999693
PAPER-1772206687,SENSEX 05MAR 82000 PE,"BB1, BB9, CBB0, CBB1, CBB2, CBB6, CBB7",500.05,483.85,900,10,2026-02-27 21:08:07.573599,2026-02-27 21:08:08.312776,-145799.99999999988
PAPER-1772206692,SENSEX 05MAR 82000 PE,"BB12, CBB0, CBB1, CBB2, CBB7",505.0,499.2,900,10,2026-02-27 21:08:12.235165,2026-02-27 21:08:12.731463,-52200.0000000001
PAPER-1772206692,SENSEX 05MAR 82000 PE,"BB12, CBB0, CBB1, CBB2, CBB7",526.05,502.7,900,10,2026-02-27 21:08:12.732845,2026-02-27 21:08:12.978176,-210149.99999999968
PAPER-1772206692,SENSEX 05MAR 82000 PE,"BB12, CBB0, CBB1, CBB2, CBB7",526.05,506.85,900,10,2026-02-27 21:08:12.979493,2026-02-27 21:08:13.226241,-172799.9999999994
PAPER-1772206699,SENSEX 05MAR 82000 PE,CBBR6,493.65,482.3,900,10,2026-02-27 21:08:19.965516,2026-02-27 21:08:20.220742,-102149.9999999997
PAPER-1772206700,SENSEX 05MAR 82000 PE,"CBBR3, CBBR6",497.35,486.4,900,10,2026-02-27 21:08:20.223113,2026-02-27 21:08:20.478206,-98550.00000000041
PAPER-1772206700,SENSEX 05MAR 82000 PE,"CBBR3, CBBR6",497.35,485.3,900,10,2026-02-27 21:08:20.479782,2026-02-27 21:08:20.735290,-108450.0000000001
PAPER-1772206704,SENSEX 05MAR 82000 PE,NRCB,488.0,468.9,900,10,2026-02-27 21:08:24.005036,2026-02-27 21:08:25.270942,-171900.0000000002
PAPER-1772206708,SENSEX 05MAR 82000 PE,"NRCB, CBB0, CBB8",464.6,438.8,900,10,2026-02-27 21:08:28.526245,2026-02-27 21:08:30.295804,-232200.00000000012
PAPER-1772206722,SENSEX 05MAR 82000 PE,"BB11, BB12, CBB0, CBB8",380.0,370.35,900,10,2026-02-27 21:08:42.311607,2026-02-27 21:08:42.569960,-86849.9999999998
PAPER-1772206722,SENSEX 05MAR 82000 PE,"BB11, BB12, CBB0, CBB8",380.0,371.65,900,10,2026-02-27 21:08:42.571397,2026-02-27 21:08:43.119748,-75150.0000000002
PAPER-1772206723,SENSEX 05MAR 82000 PE,"BB11, BB12, CBB0, CBB8",380.0,370.0,900,10,2026-02-27 21:08:43.121251,2026-02-27 21:08:43.381005,-90000.0
