id,dispName,excToken,lot,tick,asset,freezeQty,weekly,undId
OPTIDX_BANKEX_BFO_2026-03-25_70000_CE,BANKEX 25MAR 70000 CE,830128,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_70000_PE,BANKEX 25MAR 70000 PE,831672,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_70100_CE,BANKEX 25MAR 70100 CE,824648,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_70100_PE,BANKEX 25MAR 70100 PE,826159,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_70200_CE,BANKEX 25MAR 70200 CE,830580,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_70200_PE,BANKEX 25MAR 70200 PE,824396,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_70300_CE,BANKEX 25MAR 70300 CE,825131,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_70300_PE,BANKEX 25MAR 70300 PE,830347,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_70400_CE,BANKEX 25MAR 70400 CE,831008,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_70400_PE,BANKEX 25MAR 70400 PE,824876,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_70500_CE,BANKEX 25MAR 70500 CE,828745,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_70500_PE,BANKEX 25MAR 70500 PE,830782,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_70600_CE,BANKEX 25MAR 70600 CE,831508,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_70600_PE,BANKEX 25MAR 70600 PE,825340,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_70700_CE,BANKEX 25MAR 70700 CE,829218,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_70700_PE,BANKEX 25MAR 70700 PE,831261,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_70800_CE,BANKEX 25MAR 70800 CE,824231,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_70800_PE,BANKEX 25MAR 70800 PE,828963,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_70900_CE,BANKEX 25MAR 70900 CE,830177,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_70900_PE,BANKEX 25MAR 70900 PE,831727,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_71000_CE,BANKEX 25MAR 71000 CE,826685,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_71000_PE,BANKEX 25MAR 71000 PE,828200,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_71100_CE,BANKEX 25MAR 71100 CE,828894,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_71100_PE,BANKEX 25MAR 71100 PE,826455,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_71200_CE,BANKEX 25MAR 71200 CE,827138,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_71200_PE,BANKEX 25MAR 71200 PE,828660,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_71300_CE,BANKEX 25MAR 71300 CE,825393,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_71300_PE,BANKEX 25MAR 71300 PE,826908,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_71400_CE,BANKEX 25MAR 71400 CE,827552,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_71400_PE,BANKEX 25MAR 71400 PE,829109,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_71500_CE,BANKEX 25MAR 71500 CE,825829,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_71500_PE,BANKEX 25MAR 71500 PE,827340,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_71600_CE,BANKEX 25MAR 71600 CE,828043,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_71600_PE,BANKEX 25MAR 71600 PE,825598,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_71700_CE,BANKEX 25MAR 71700 CE,826278,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_71700_PE,BANKEX 25MAR 71700 PE,827785,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_71800_CE,BANKEX 25MAR 71800 CE,824493,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_71800_PE,BANKEX 25MAR 71800 PE,826026,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_71900_CE,BANKEX 25MAR 71900 CE,826742,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_71900_PE,BANKEX 25MAR 71900 PE,828248,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_72000_CE,BANKEX 25MAR 72000 CE,831455,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_72000_PE,BANKEX 25MAR 72000 PE,825291,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_72100_CE,BANKEX 25MAR 72100 CE,829164,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_72100_PE,BANKEX 25MAR 72100 PE,831209,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_72200_CE,BANKEX 25MAR 72200 CE,824180,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_72200_PE,BANKEX 25MAR 72200 PE,825740,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_72300_CE,BANKEX 25MAR 72300 CE,830131,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_72300_PE,BANKEX 25MAR 72300 PE,831677,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_72400_CE,BANKEX 25MAR 72400 CE,824652,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_72400_PE,BANKEX 25MAR 72400 PE,829392,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_72500_CE,BANKEX 25MAR 72500 CE,830583,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_72500_PE,BANKEX 25MAR 72500 PE,824400,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_72600_CE,BANKEX 25MAR 72600 CE,828301,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_72600_PE,BANKEX 25MAR 72600 PE,830350,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_72700_CE,BANKEX 25MAR 72700 CE,831010,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_72700_PE,BANKEX 25MAR 72700 PE,824879,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_72800_CE,BANKEX 25MAR 72800 CE,828748,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_72800_PE,BANKEX 25MAR 72800 PE,830785,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_72900_CE,BANKEX 25MAR 72900 CE,831510,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_72900_PE,BANKEX 25MAR 72900 PE,825345,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_73000_CE,BANKEX 25MAR 73000 CE,828000,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_73000_PE,BANKEX 25MAR 73000 PE,830021,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_73100_CE,BANKEX 25MAR 73100 CE,826223,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_73100_PE,BANKEX 25MAR 73100 PE,827741,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_73200_CE,BANKEX 25MAR 73200 CE,828450,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_73200_PE,BANKEX 25MAR 73200 PE,825971,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_73300_CE,BANKEX 25MAR 73300 CE,826689,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_73300_PE,BANKEX 25MAR 73300 PE,828206,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_73400_CE,BANKEX 25MAR 73400 CE,824926,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_73400_PE,BANKEX 25MAR 73400 PE,826460,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_73500_CE,BANKEX 25MAR 73500 CE,827141,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_73500_PE,BANKEX 25MAR 73500 PE,828663,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_73600_CE,BANKEX 25MAR 73600 CE,825398,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_73600_PE,BANKEX 25MAR 73600 PE,826909,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_73700_CE,BANKEX 25MAR 73700 CE,827559,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_73700_PE,BANKEX 25MAR 73700 PE,829112,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_73800_CE,BANKEX 25MAR 73800 CE,825833,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_73800_PE,BANKEX 25MAR 73800 PE,827345,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_73900_CE,BANKEX 25MAR 73900 CE,828046,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_73900_PE,BANKEX 25MAR 73900 PE,825606,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_74000_CE,BANKEX 25MAR 74000 CE,825082,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_74000_PE,BANKEX 25MAR 74000 PE,830297,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_74100_CE,BANKEX 25MAR 74100 CE,830966,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_74100_PE,BANKEX 25MAR 74100 PE,824834,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_74200_CE,BANKEX 25MAR 74200 CE,828709,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_74200_PE,BANKEX 25MAR 74200 PE,830742,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_74300_CE,BANKEX 25MAR 74300 CE,831458,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_74300_PE,BANKEX 25MAR 74300 PE,825294,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_74400_CE,BANKEX 25MAR 74400 CE,829168,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_74400_PE,BANKEX 25MAR 74400 PE,831215,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_74500_CE,BANKEX 25MAR 74500 CE,824182,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_74500_PE,BANKEX 25MAR 74500 PE,828922,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_74600_CE,BANKEX 25MAR 74600 CE,830135,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_74600_PE,BANKEX 25MAR 74600 PE,831682,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_74700_CE,BANKEX 25MAR 74700 CE,824655,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_74700_PE,BANKEX 25MAR 74700 PE,829398,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_74800_CE,BANKEX 25MAR 74800 CE,830587,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_74800_PE,BANKEX 25MAR 74800 PE,824404,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_74900_CE,BANKEX 25MAR 74900 CE,828304,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_74900_PE,BANKEX 25MAR 74900 PE,830356,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_75000_CE,BANKEX 25MAR 75000 CE,825346,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_75000_PE,BANKEX 25MAR 75000 PE,826863,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_75100_CE,BANKEX 25MAR 75100 CE,827524,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_75100_PE,BANKEX 25MAR 75100 PE,829063,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_75200_CE,BANKEX 25MAR 75200 CE,825792,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_75200_PE,BANKEX 25MAR 75200 PE,827298,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_75300_CE,BANKEX 25MAR 75300 CE,828005,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_75300_PE,BANKEX 25MAR 75300 PE,825552,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_75400_CE,BANKEX 25MAR 75400 CE,826227,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_75400_PE,BANKEX 25MAR 75400 PE,827745,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_75500_CE,BANKEX 25MAR 75500 CE,824449,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_75500_PE,BANKEX 25MAR 75500 PE,825975,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_75600_CE,BANKEX 25MAR 75600 CE,826695,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_75600_PE,BANKEX 25MAR 75600 PE,828210,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_75700_CE,BANKEX 25MAR 75700 CE,835612,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_75700_PE,BANKEX 25MAR 75700 PE,834221,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_75800_CE,BANKEX 25MAR 75800 CE,835251,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_75800_PE,BANKEX 25MAR 75800 PE,833885,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_75900_CE,BANKEX 25MAR 75900 CE,836236,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_75900_PE,BANKEX 25MAR 75900 PE,836579,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_76000_CE,BANKEX 25MAR 76000 CE,836322,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_76000_PE,BANKEX 25MAR 76000 PE,836656,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_76100_CE,BANKEX 25MAR 76100 CE,836244,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_76100_PE,BANKEX 25MAR 76100 PE,836203,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_76200_CE,BANKEX 25MAR 76200 CE,836456,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_76200_PE,BANKEX 25MAR 76200 PE,836774,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_76300_CE,BANKEX 25MAR 76300 CE,836668,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_76300_PE,BANKEX 25MAR 76300 PE,836347,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_76400_CE,BANKEX 25MAR 76400 CE,837454,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_76400_PE,BANKEX 25MAR 76400 PE,836973,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_76500_CE,BANKEX 25MAR 76500 CE,838429,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_76500_PE,BANKEX 25MAR 76500 PE,838657,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_76600_CE,BANKEX 25MAR 76600 CE,838752,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_76600_PE,BANKEX 25MAR 76600 PE,837963,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_76700_CE,BANKEX 25MAR 76700 CE,838499,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_76700_PE,BANKEX 25MAR 76700 PE,838728,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_76800_CE,BANKEX 25MAR 76800 CE,837832,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_76800_PE,BANKEX 25MAR 76800 PE,838462,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_76900_CE,BANKEX 25MAR 76900 CE,838562,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_76900_PE,BANKEX 25MAR 76900 PE,838772,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_77000_CE,BANKEX 25MAR 77000 CE,838126,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_77000_PE,BANKEX 25MAR 77000 PE,838347,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_77100_CE,BANKEX 25MAR 77100 CE,839334,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_77100_PE,BANKEX 25MAR 77100 PE,839466,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_77200_CE,BANKEX 25MAR 77200 CE,842957,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_77200_PE,BANKEX 25MAR 77200 PE,843051,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_77300_CE,BANKEX 25MAR 77300 CE,842836,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_77300_PE,BANKEX 25MAR 77300 PE,842942,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_77400_CE,BANKEX 25MAR 77400 CE,842985,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_77400_PE,BANKEX 25MAR 77400 PE,843073,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_77500_CE,BANKEX 25MAR 77500 CE,842872,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-03-25_77500_PE,BANKEX 25MAR 77500 PE,842968,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_56100_CE,BANKEX 30APR 56100 CE,858094,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_56100_PE,BANKEX 30APR 56100 PE,858420,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_56200_CE,BANKEX 30APR 56200 CE,858578,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_56200_PE,BANKEX 30APR 56200 PE,858043,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_56300_CE,BANKEX 30APR 56300 CE,858193,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_56300_PE,BANKEX 30APR 56300 PE,858528,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_56400_CE,BANKEX 30APR 56400 CE,859385,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_56400_PE,BANKEX 30APR 56400 PE,858146,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_56500_CE,BANKEX 30APR 56500 CE,858279,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_56500_PE,BANKEX 30APR 56500 PE,858626,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_56600_CE,BANKEX 30APR 56600 CE,859478,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_56600_PE,BANKEX 30APR 56600 PE,858236,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_56700_CE,BANKEX 30APR 56700 CE,858376,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_56700_PE,BANKEX 30APR 56700 PE,858724,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_56800_CE,BANKEX 30APR 56800 CE,858004,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_56800_PE,BANKEX 30APR 56800 PE,858320,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_56900_CE,BANKEX 30APR 56900 CE,858496,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_56900_PE,BANKEX 30APR 56900 PE,859520,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_57000_CE,BANKEX 30APR 57000 CE,859417,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_57000_PE,BANKEX 30APR 57000 PE,858888,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_57100_CE,BANKEX 30APR 57100 CE,859037,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_57100_PE,BANKEX 30APR 57100 PE,859363,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_57200_CE,BANKEX 30APR 57200 CE,858634,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_57200_PE,BANKEX 30APR 57200 PE,858987,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_57300_CE,BANKEX 30APR 57300 CE,859141,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_57300_PE,BANKEX 30APR 57300 PE,859461,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_57400_CE,BANKEX 30APR 57400 CE,858733,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_57400_PE,BANKEX 30APR 57400 PE,859087,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_57500_CE,BANKEX 30APR 57500 CE,859241,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_57500_PE,BANKEX 30APR 57500 PE,859554,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_57600_CE,BANKEX 30APR 57600 CE,857622,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_57600_PE,BANKEX 30APR 57600 PE,857788,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_57700_CE,BANKEX 30APR 57700 CE,857875,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_57700_PE,BANKEX 30APR 57700 PE,857592,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_57800_CE,BANKEX 30APR 57800 CE,857681,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_57800_PE,BANKEX 30APR 57800 PE,857842,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_57900_CE,BANKEX 30APR 57900 CE,857506,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_57900_PE,BANKEX 30APR 57900 PE,857650,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_58000_CE,BANKEX 30APR 58000 CE,856150,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_58000_PE,BANKEX 30APR 58000 PE,849750,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_58100_CE,BANKEX 30APR 58100 CE,850540,30,0.05,option,900,,IDX_-94_BSE
OPTIDX_BANKEX_BFO_2026-04-30_58100_PE,BANKEX 30APR 58100 PE,852292,30,0.05,option,900,,IDX_-94_BSE
