trade_id,symbol,buy_reason,entry_price,exit_price,quantity,lot_size,entry_time,exit_time,realized_pnl
PAPER-1772358091,SENSEX 05MAR 81300 CE,"BB12, CBB0, CBB4",890.0,882.0,900,10,2026-03-01 15:11:31.394362,2026-03-01 15:11:32.260981,-72000.0
PAPER-1772358093,SENSEX 05MAR 81300 CE,NRCB,847.5,825.35,900,10,2026-03-01 15:11:33.132371,2026-03-01 15:11:33.215161,-199349.9999999998
PAPER-1772358093,SENSEX 05MAR 81300 CE,NRCB,847.5,808.95,900,10,2026-03-01 15:11:33.217909,2026-03-01 15:11:33.299523,-346949.9999999996
PAPER-1772358093,SENSEX 05MAR 81300 CE,NRCB,847.5,805.05,900,10,2026-03-01 15:11:33.301938,2026-03-01 15:11:33.383463,-382050.0000000004
PAPER-1772358093,SENSEX 05MAR 81300 CE,NRCB,847.5,786.9,900,10,2026-03-01 15:11:33.385731,2026-03-01 15:11:33.467726,-545400.0000000002
PAPER-1772358093,SENSEX 05MAR 81300 CE,NRCB,847.5,795.5,900,10,2026-03-01 15:11:33.469962,2026-03-01 15:11:33.551295,-468000.0
PAPER-1772358094,SENSEX 05MAR 81300 CE,"NRCB, BB12",834.5,816.2,900,10,2026-03-01 15:11:34.363449,2026-03-01 15:11:34.447085,-164699.9999999996
PAPER-1772358094,SENSEX 05MAR 81300 CE,"NRCB, BB12",834.5,846.45,900,10,2026-03-01 15:11:34.450286,2026-03-01 15:11:36.251707,107550.00000000041
PAPER-1772358096,SENSEX 05MAR 81300 CE,CBBR2,831.45,809.4,900,10,2026-03-01 15:11:36.822732,2026-03-01 15:11:36.994352,-198450.0000000006
PAPER-1772358097,SENSEX 05MAR 81300 CE,"CBBR2, CBBR6, CBBR7",823.55,794.9,900,10,2026-03-01 15:11:37.621019,2026-03-01 15:11:37.718772,-257849.9999999998
PAPER-1772358098,SENSEX 05MAR 81300 CE,"NRCB, CBBR3, CBBR6",827.0,809.8,900,10,2026-03-01 15:11:38.248129,2026-03-01 15:11:39.049355,-154800.0000000004
PAPER-1772358100,SENSEX 05MAR 81300 CE,CBBR6,810.0,774.65,900,10,2026-03-01 15:11:40.079538,2026-03-01 15:11:40.182513,-318150.00000000023
PAPER-1772358102,SENSEX 05MAR 81300 CE,"CBBR3, CBBR6",801.6,774.9,900,10,2026-03-01 15:11:42.166685,2026-03-01 15:11:43.107360,-240300.0000000004
PAPER-1772358103,SENSEX 05MAR 81300 CE,"CBB0, CBB3",792.8,775.9,900,10,2026-03-01 15:11:43.859521,2026-03-01 15:11:44.740196,-152099.9999999998
PAPER-1772358104,SENSEX 05MAR 81300 CE,"BB12, CBBR2",788.0,773.1,900,10,2026-03-01 15:11:44.832429,2026-03-01 15:11:45.010487,-134099.9999999998
PAPER-1772358105,SENSEX 05MAR 81300 CE,"CBBR2, CBBR3",809.95,785.8,900,10,2026-03-01 15:11:45.101131,2026-03-01 15:11:45.191431,-217350.00000000081
PAPER-1772358105,SENSEX 05MAR 81300 CE,"CBBR2, CBBR3",809.95,792.0,900,10,2026-03-01 15:11:45.194370,2026-03-01 15:11:45.628020,-161550.0000000004
PAPER-1772358106,SENSEX 05MAR 81300 CE,"BB12, BB13, CBB0, CBB2, CBB6, Green",876.95,843.0,900,10,2026-03-01 15:11:46.621021,2026-03-01 15:11:47.261315,-305550.0000000004
PAPER-1772358108,SENSEX 05MAR 81300 CE,"BB6, BB8, CBB0, CBB3, CBB4",873.0,848.35,900,10,2026-03-01 15:11:48.006164,2026-03-01 15:11:48.099696,-221849.9999999998
PAPER-1772358108,SENSEX 05MAR 81300 CE,"BB6, BB8, CBB0, CBB3, CBB4",873.0,840.0,900,10,2026-03-01 15:11:48.102146,2026-03-01 15:11:48.193012,-297000.0
PAPER-1772358108,SENSEX 05MAR 81300 CE,"BB6, BB8, CBB0, CBB3, CBB4",873.0,829.75,900,10,2026-03-01 15:11:48.195439,2026-03-01 15:11:48.286560,-389250.0
PAPER-1772358108,SENSEX 05MAR 81300 CE,"BB6, BB8, CBB0, CBB3, CBB4",873.0,834.5,900,10,2026-03-01 15:11:48.288716,2026-03-01 15:11:48.379732,-346500.0
PAPER-1772358108,SENSEX 05MAR 81300 CE,"BB6, BB8, CBB0, CBB3, CBB4",873.0,839.7,900,10,2026-03-01 15:11:48.382118,2026-03-01 15:11:48.473667,-299699.9999999996
PAPER-1772358108,SENSEX 05MAR 81300 CE,"CBBR2, CBBR7",836.9,816.85,900,10,2026-03-01 15:11:48.861438,2026-03-01 15:11:49.053947,-180449.9999999996
PAPER-1772358109,SENSEX 05MAR 81300 CE,"CBBR2, CBBR7",846.1,822.4,900,10,2026-03-01 15:11:49.056148,2026-03-01 15:11:49.148119,-213300.0000000004
PAPER-1772358109,SENSEX 05MAR 81300 CE,"CBBR2, CBBR7",846.1,818.7,900,10,2026-03-01 15:11:49.150580,2026-03-01 15:11:49.243900,-246599.9999999998
PAPER-1772358109,SENSEX 05MAR 81300 CE,"CBBR2, CBBR7",846.1,805.85,900,10,2026-03-01 15:11:49.246134,2026-03-01 15:11:49.338735,-362250.0
PAPER-1772358111,SENSEX 05MAR 81300 CE,"BB12, BB13, CBB0, CBB3, Green",792.35,775.85,900,10,2026-03-01 15:11:51.676709,2026-03-01 15:11:51.865547,-148500.0
PAPER-1772358111,SENSEX 05MAR 81300 CE,"BB13, CBB0, CBB3, Green",792.35,774.95,900,10,2026-03-01 15:11:51.868149,2026-03-01 15:11:51.962299,-156599.9999999998
PAPER-1772358111,SENSEX 05MAR 81300 CE,"BB13, CBB0, CBB3, Green",792.35,650.55,900,10,2026-03-01 15:11:51.964731,2026-03-01 15:11:52.704131,-1276200.0000000007
PAPER-1772359483,SENSEX 05MAR 82200 CE,"BB15, Green",1059.1,992.7,900,10,2026-03-01 15:34:43.713464,2026-03-01 15:34:43.818986,-597599.9999999987
PAPER-1772359483,SENSEX 05MAR 82200 CE,"BB15, Green",1059.1,975.0,900,10,2026-03-01 15:34:43.821680,2026-03-01 15:34:43.880878,-756899.9999999992
PAPER-1772359484,SENSEX 05MAR 82200 CE,"BB2, BB10, BB11, BB15, Green",1058.5,1032.0,900,10,2026-03-01 15:34:44.250239,2026-03-01 15:34:44.412299,-238500.0
PAPER-1772359484,SENSEX 05MAR 82200 CE,"BB2, BB10, BB11, BB15, Green",1070.05,1047.45,900,10,2026-03-01 15:34:44.414360,2026-03-01 15:34:44.468923,-203399.99999999919
PAPER-1772359484,SENSEX 05MAR 82200 CE,"BB1, BB12, BB15, Green",1165.15,1140.0,900,10,2026-03-01 15:34:44.986482,2026-03-01 15:34:45.041012,-226350.00000000081
PAPER-1772359485,SENSEX 05MAR 82200 CE,"BB1, BB12, BB15, Green",1170.05,1143.1,900,10,2026-03-01 15:34:45.044215,2026-03-01 15:34:45.097015,-242550.0000000004
PAPER-1772359485,SENSEX 05MAR 82200 CE,"BB1, BB12, BB15, BB17, Green",1290.0,1260.0,900,10,2026-03-01 15:34:45.944673,2026-03-01 15:34:46.117199,-270000.0
PAPER-1772359486,SENSEX 05MAR 82200 CE,"BB1, BB12, BB15, Green",1300.0,1297.0,900,10,2026-03-01 15:34:46.120049,2026-03-01 15:34:46.287391,-27000.0
PAPER-1772359487,SENSEX 05MAR 82200 CE,"BB8, BB12, CBB0, CBB1, CBB3, Green",1718.0,1565.0,900,10,2026-03-01 15:34:47.193217,2026-03-01 15:34:47.257138,-1377000.0
PAPER-1772359490,SENSEX 05MAR 82200 CE,"BB12, BB17, Green",1041.0,1016.8,900,10,2026-03-01 15:34:50.430493,2026-03-01 15:34:50.504534,-217800.0000000004
PAPER-1772359491,SENSEX 05MAR 82200 CE,"BB13, Green",972.05,1020.9,900,10,2026-03-01 15:34:51.277167,2026-03-01 15:34:52.102219,439650.00000000023
PAPER-1772359501,SENSEX 05MAR 82200 CE,"BB12, CBB0, CBB4",830.85,799.3,900,10,2026-03-01 15:35:01.668109,2026-03-01 15:35:02.208240,-283950.00000000064
PAPER-1772359502,SENSEX 05MAR 82200 CE,"BB12, CBBR2",800.0,860.15,900,10,2026-03-01 15:35:02.584695,2026-03-01 15:35:03.208441,541349.9999999998
PAPER-1772359505,SENSEX 05MAR 82200 CE,CBBR3,870.55,848.95,900,10,2026-03-01 15:35:05.466879,2026-03-01 15:35:05.558957,-194399.99999999919
PAPER-1772359505,SENSEX 05MAR 82200 CE,CBBR3,870.55,851.0,900,10,2026-03-01 15:35:05.561187,2026-03-01 15:35:05.744153,-175949.9999999996
PAPER-1772359506,SENSEX 05MAR 82200 CE,CBBR2,817.35,826.0,900,10,2026-03-01 15:35:06.019206,2026-03-01 15:35:07.606780,77849.9999999998
PAPER-1772359508,SENSEX 05MAR 82200 CE,"CBB0, CBB4",837.25,1001.45,900,10,2026-03-01 15:35:08.355624,2026-03-01 15:35:10.467638,1477800.0000000005
PAPER-1772359510,SENSEX 05MAR 82200 CE,"BB8, BB12, CBB0, CBB3, Green",1044.85,1004.8,900,10,2026-03-01 15:35:10.470739,2026-03-01 15:35:10.571044,-360449.9999999996
PAPER-1772359510,SENSEX 05MAR 82200 CE,"BB8, BB12, CBB0, CBB3, Green",1044.85,1020.05,900,10,2026-03-01 15:35:10.573603,2026-03-01 15:35:10.671249,-223199.9999999996
PAPER-1772359510,SENSEX 05MAR 82200 CE,"BB8, BB12, CBB0, CBB3, Green",1044.85,1041.0,900,10,2026-03-01 15:35:10.673636,2026-03-01 15:35:11.961245,-34649.999999999185
PAPER-1772359512,SENSEX 05MAR 82200 CE,"CBB0, CBB8",1060.0,1030.0,900,10,2026-03-01 15:35:12.269897,2026-03-01 15:35:12.569566,-270000.0
PAPER-1772359512,SENSEX 05MAR 82200 CE,"CBB0, CBB8",1060.45,1034.55,900,10,2026-03-01 15:35:12.572123,2026-03-01 15:35:12.769808,-233100.00000000081
PAPER-1772359513,SENSEX 05MAR 82200 CE,CBBR3,1060.55,1010.05,900,10,2026-03-01 15:35:13.367926,2026-03-01 15:35:13.963582,-454500.0
PAPER-1772359514,SENSEX 05MAR 82200 CE,"BB16, CBBR3, Green",1070.0,1166.8,900,10,2026-03-01 15:35:14.372967,2026-03-01 15:35:16.178952,871199.9999999995
PAPER-1772359517,SENSEX 05MAR 82200 CE,"BB17, CBB0, CBB4, Green",1145.0,1119.95,900,10,2026-03-01 15:35:17.095257,2026-03-01 15:35:17.313729,-225449.9999999996
PAPER-1772359518,SENSEX 05MAR 82200 CE,"BB17, Green",1082.65,1048.0,900,10,2026-03-01 15:35:18.986770,2026-03-01 15:35:19.095720,-311850.0000000008
PAPER-1772359519,SENSEX 05MAR 82200 CE,"BB17, Green",1082.65,1030.05,900,10,2026-03-01 15:35:19.097917,2026-03-01 15:35:19.204855,-473400.0000000012
PAPER-1772359525,SENSEX 05MAR 82200 CE,NRCB,743.05,724.35,900,10,2026-03-01 15:35:25.201299,2026-03-01 15:35:26.121936,-168299.9999999994
PAPER-1772359533,SENSEX 05MAR 82200 CE,"BB2, BB12, BB17, CBB0, CBB1, CBB3, Green",739.0,735.0,900,10,2026-03-01 15:35:33.420689,2026-03-01 15:35:34.295257,-36000.0
PAPER-1772359538,SENSEX 05MAR 82200 CE,"CBB0, CBB3",729.95,706.5,900,10,2026-03-01 15:35:38.077927,2026-03-01 15:35:38.204319,-211050.0000000004
PAPER-1772359538,SENSEX 05MAR 82200 CE,"CBB0, CBB3",729.95,708.75,900,10,2026-03-01 15:35:38.206694,2026-03-01 15:35:38.332870,-190800.0000000004
PAPER-1772359538,SENSEX 05MAR 82200 CE,"CBB0, CBB3",729.95,708.75,900,10,2026-03-01 15:35:38.335094,2026-03-01 15:35:38.460210,-190800.0000000004
PAPER-1772359538,SENSEX 05MAR 82200 CE,"CBB0, CBB3",729.95,724.55,900,10,2026-03-01 15:35:38.462444,2026-03-01 15:35:38.837303,-48600.000000000815
